,all_star_status,team_id,team_full_name,linkBegin,link,fullLink,fullVenueLink,season,team_code,file_code,team_abbreviation,team_name,lat,long,location_name,venue_name,city,state,region,country,first_year_of_play,short_name,franchise_name,club_name,active,spring_league_id,spring_league_name,spring_league_link,spring_league_abbreviation,venue_id,,venue_link,spring_venue_id,spring_venue_link,league_id,league_name,league_link,division_id,division_name,division_link,sport_id,sport_link,sport_name,parent_org_name,parent_org_id,parent_abbr
215,N,621,DSL Orioles Black,https://statsapi.mlb.com,/api/v1/teams/621,https://statsapi.mlb.com/api/v1/teams/621,https://statsapi.mlb.com/api/v1/venues/401,2022,dor,t621,DSL ORB,DSL Orioles Black,,,United States,TBD,United States,,,Dominican Republic,1985,DSL Orioles Black,DSL Orioles Black,DSL Orioles Black,TRUE,NA,,,,401,,/api/v1/venues/401,NA,,130,Dominican Summer League,/api/v1/league/130,250,Dominican Summer League Baseball City,/api/v1/divisions/250,16,/api/v1/sports/16,Rookie,Baltimore Orioles,110,BAL
216,N,622,DSL Padres,https://statsapi.mlb.com,/api/v1/teams/622,https://statsapi.mlb.com/api/v1/teams/622,https://statsapi.mlb.com/api/v1/venues/401,2022,dpa,t622,DSL PAD,DSL Padres,,,United States,TBD,United States,,,Dominican Republic,1987,DSL Padres,DSL Padres,DSL Padres,TRUE,NA,,,,401,,/api/v1/venues/401,NA,,130,Dominican Summer League,/api/v1/league/130,250,Dominican Summer League Baseball City,/api/v1/divisions/250,16,/api/v1/sports/16,Rookie,San Diego Padres,135,SDP
218,N,623,DSL Phillies Red,https://statsapi.mlb.com,/api/v1/teams/623,https://statsapi.mlb.com/api/v1/teams/623,https://statsapi.mlb.com/api/v1/venues/401,2022,dph,t623,DSL PHR,DSL Phillies Red,,,United States,TBD,United States,,,Dominican Republic,1985,DSL Phillies Red,DSL Phillies Red,DSL Phillies Red,TRUE,NA,,,,401,,/api/v1/venues/401,NA,,130,Dominican Summer League,/api/v1/league/130,246,Dominican Summer League San Pedro,/api/v1/divisions/246,16,/api/v1/sports/16,Rookie,Philadelphia Phillies,143,PHI
219,N,624,DSL Pirates Black,https://statsapi.mlb.com,/api/v1/teams/624,https://statsapi.mlb.com/api/v1/teams/624,https://statsapi.mlb.com/api/v1/venues/401,2022,dpi,t624,DSL PIRB,DSL Pirates Black,,,United States,TBD,United States,,,Dominican Republic,1985,DSL Pirates Black,DSL Pirates Black,DSL Pirates Black,TRUE,NA,,,,401,,/api/v1/venues/401,NA,,130,Dominican Summer League,/api/v1/league/130,401,Dominican Summer League Northeast,/api/v1/divisions/401,16,/api/v1/sports/16,Rookie,Pittsburgh Pirates,134,PIT
220,N,625,DSL Rangers Blue,https://statsapi.mlb.com,/api/v1/teams/625,https://statsapi.mlb.com/api/v1/teams/625,https://statsapi.mlb.com/api/v1/venues/401,2022,drg,t625,DSL RGRB,DSL Rangers Blue,,,United States,TBD,United States,,,Dominican Republic,1987,DSL Rangers Blue,DSL Rangers Blue,DSL Rangers Blue,TRUE,NA,,,,401,,/api/v1/venues/401,NA,,130,Dominican Summer League,/api/v1/league/130,246,Dominican Summer League San Pedro,/api/v1/divisions/246,16,/api/v1/sports/16,Rookie,Texas Rangers,140,TEX
221,N,626,DSL Red Sox Blue,https://statsapi.mlb.com,/api/v1/teams/626,https://statsapi.mlb.com/api/v1/teams/626,https://statsapi.mlb.com/api/v1/venues/401,2022,drs,t626,DSL RSB,DSL Red Sox Blue,,,United States,TBD,United States,,,Dominican Republic,1996,DSL Red Sox Blue,DSL Red Sox Blue,DSL Red Sox Blue,TRUE,NA,,,,401,,/api/v1/venues/401,NA,,130,Dominican Summer League,/api/v1/league/130,247,Dominican Summer League North,/api/v1/divisions/247,16,/api/v1/sports/16,Rookie,Boston Red Sox,111,BOS
222,N,627,DSL Red Sox Red,https://statsapi.mlb.com,/api/v1/teams/627,https://statsapi.mlb.com/api/v1/teams/627,https://statsapi.mlb.com/api/v1/venues/401,2022,drx,t627,DSL RSR,DSL Red Sox Red,,,United States,TBD,United States,,,Dominican Republic,2000,DSL Red Sox Red,DSL Red Sox Red,DSL Red Sox Red,TRUE,NA,,,,401,,/api/v1/venues/401,NA,,130,Dominican Summer League,/api/v1/league/130,247,Dominican Summer League North,/api/v1/divisions/247,16,/api/v1/sports/16,Rookie,Boston Red Sox,111,BOS
223,N,628,DSL Reds,https://statsapi.mlb.com,/api/v1/teams/628,https://statsapi.mlb.com/api/v1/teams/628,https://statsapi.mlb.com/api/v1/venues/401,2022,drd,t628,DSL REDS,DSL Reds,,,United States,TBD,United States,,,Dominican Republic,1987,DSL Reds,DSL Reds,DSL Reds,TRUE,NA,,,,401,,/api/v1/venues/401,NA,,130,Dominican Summer League,/api/v1/league/130,250,Dominican Summer League Baseball City,/api/v1/divisions/250,16,/api/v1/sports/16,Rookie,Cincinnati Reds,113,CIN
224,N,629,DSL Rockies,https://statsapi.mlb.com,/api/v1/teams/629,https://statsapi.mlb.com/api/v1/teams/629,https://statsapi.mlb.com/api/v1/venues/401,2022,dro,t629,DSL ROC,DSL Rockies,,,United States,TBD,United States,,,Dominican Republic,1991,DSL Rockies,DSL Rockies,DSL Rockies,TRUE,NA,,,,401,,/api/v1/venues/401,NA,,130,Dominican Summer League,/api/v1/league/130,248,Dominican Summer League South,/api/v1/divisions/248,16,/api/v1/sports/16,Rookie,Colorado Rockies,115,COL
225,N,1270,DSL Nationals,https://statsapi.mlb.com,/api/v1/teams/1270,https://statsapi.mlb.com/api/v1/teams/1270,https://statsapi.mlb.com/api/v1/venues/401,2022,dwa,t1270,DSL NAT,DSL Nationals,,,United States,TBD,United States,,,Dominican Republic,1987,DSL Nationals,DSL Nationals,DSL Nationals,TRUE,NA,,,,401,,/api/v1/venues/401,NA,,130,Dominican Summer League,/api/v1/league/130,248,Dominican Summer League South,/api/v1/divisions/248,16,/api/v1/sports/16,Rookie,Washington Nationals,120,WAS
226,N,630,DSL Royals Glass,https://statsapi.mlb.com,/api/v1/teams/630,https://statsapi.mlb.com/api/v1/teams/630,https://statsapi.mlb.com/api/v1/venues/401,2022,dry,t630,DSL ROYG,DSL Royals Glass,,,United States,TBD,United States,,,Dominican Republic,1985,DSL Royals Glass,DSL Royals Glass,DSL Royals Glass,TRUE,NA,,,,401,,/api/v1/venues/401,NA,,130,Dominican Summer League,/api/v1/league/130,247,Dominican Summer League North,/api/v1/divisions/247,16,/api/v1/sports/16,Rookie,Kansas City Royals,118,KCR
227,N,631,DSL Tigers1,https://statsapi.mlb.com,/api/v1/teams/631,https://statsapi.mlb.com/api/v1/teams/631,https://statsapi.mlb.com/api/v1/venues/401,2022,dti,t631,DSL TIG1,DSL Tigers1,,,United States,TBD,United States,,,Dominican Republic,1987,DSL Tigers1,DSL Tigers1,DSL Tigers1,TRUE,NA,,,,401,,/api/v1/venues/401,NA,,130,Dominican Summer League,/api/v1/league/130,246,Dominican Summer League San Pedro,/api/v1/divisions/246,16,/api/v1/sports/16,Rookie,Detroit Tigers,116,DET
228,N,632,DSL Twins,https://statsapi.mlb.com,/api/v1/teams/632,https://statsapi.mlb.com/api/v1/teams/632,https://statsapi.mlb.com/api/v1/venues/401,2022,dtw,t632,DSL TWI,DSL Twins,,,United States,TBD,United States,,,Dominican Republic,1985,DSL Twins,DSL Twins,DSL Twins,TRUE,NA,,,,401,,/api/v1/venues/401,NA,,130,Dominican Summer League,/api/v1/league/130,248,Dominican Summer League South,/api/v1/divisions/248,16,/api/v1/sports/16,Rookie,Minnesota Twins,142,MIN
229,N,633,DSL White Sox,https://statsapi.mlb.com,/api/v1/teams/633,https://statsapi.mlb.com/api/v1/teams/633,https://statsapi.mlb.com/api/v1/venues/401,2022,dws,t633,DSL WSX,DSL White Sox,,,United States,TBD,United States,,,Dominican Republic,1987,DSL White Sox,DSL White Sox,DSL White Sox,TRUE,NA,,,,401,,/api/v1/venues/401,NA,,130,Dominican Summer League,/api/v1/league/130,246,Dominican Summer League San Pedro,/api/v1/divisions/246,16,/api/v1/sports/16,Rookie,Chicago White Sox,145,CWS
231,N,634,DSL Bombers,https://statsapi.mlb.com,/api/v1/teams/634,https://statsapi.mlb.com/api/v1/teams/634,https://statsapi.mlb.com/api/v1/venues/401,2022,dya,t634,DSL BOM,DSL Bombers,,,United States,TBD,United States,,,Dominican Republic,1985,DSL Bombers,DSL Bombers,DSL Bombers,TRUE,NA,,,,401,,/api/v1/venues/401,NA,,130,Dominican Summer League,/api/v1/league/130,401,Dominican Summer League Northeast,/api/v1/divisions/401,16,/api/v1/sports/16,Rookie,New York Yankees,147,NYY
232,N,635,DSL Yankees,https://statsapi.mlb.com,/api/v1/teams/635,https://statsapi.mlb.com/api/v1/teams/635,https://statsapi.mlb.com/api/v1/venues/401,2022,dyn,t635,DSL YAN,DSL Yankees,,,United States,TBD,United States,,,Dominican Republic,2002,DSL Yankees,DSL Yankees,DSL Yankees,TRUE,NA,,,,401,,/api/v1/venues/401,NA,,130,Dominican Summer League,/api/v1/league/130,401,Dominican Summer League Northeast,/api/v1/divisions/401,16,/api/v1/sports/16,Rookie,New York Yankees,147,NYY
61,N,452,Altoona Curve,https://statsapi.mlb.com,/api/v1/teams/452,https://statsapi.mlb.com/api/v1/teams/452,https://statsapi.mlb.com/api/v1/venues/2733,2022,alt,t452,ALT,Curve,40.4739,-78.3965,Altoona,Peoples Natural Gas Field,Altoona,PA,pennsylvania,USA,1999,Altoona,Altoona,Curve,TRUE,NA,,,,2733,,/api/v1/venues/2733,NA,,113,Eastern League,/api/v1/league/113,213,Eastern League Southwest,/api/v1/divisions/213,12,/api/v1/sports/12,Double-A,Pittsburgh Pirates,134,PIT
64,N,522,Reading Fightin Phils,https://statsapi.mlb.com,/api/v1/teams/522,https://statsapi.mlb.com/api/v1/teams/522,https://statsapi.mlb.com/api/v1/venues/2769,2022,rea,t522,REA,Fightin Phils,40.3652,-75.9386,Reading,FirstEnergy Stadium,Reading,PA,pennsylvania,USA,1952,Reading,Reading,Fightin Phils,TRUE,NA,,,,2769,,/api/v1/venues/2769,NA,,113,Eastern League,/api/v1/league/113,212,Eastern League Northeast,/api/v1/divisions/212,12,/api/v1/sports/12,Double-A,Philadelphia Phillies,143,PHI
65,N,463,New Hampshire Fisher Cats,https://statsapi.mlb.com,/api/v1/teams/463,https://statsapi.mlb.com/api/v1/teams/463,https://statsapi.mlb.com/api/v1/venues/2868,2022,nhm,t463,NH,Fisher Cats,42.9823,-71.4688,Manchester,Delta Dental Stadium,Manchester,NH,new hampshire,USA,2004,New Hampshire,New Hampshire,Fisher Cats,TRUE,NA,,,,2868,,/api/v1/venues/2868,NA,,113,Eastern League,/api/v1/league/113,212,Eastern League Northeast,/api/v1/divisions/212,12,/api/v1/sports/12,Double-A,Toronto Blue Jays,141,TOR
66,N,3410,Richmond Flying Squirrels,https://statsapi.mlb.com,/api/v1/teams/3410,https://statsapi.mlb.com/api/v1/teams/3410,https://statsapi.mlb.com/api/v1/venues/2853,2022,ric,t3410,RIC,Flying Squirrels,37.5717,-77.4654,Richmond,The Diamond,Richmond,VA,virginia,USA,2010,Richmond,Richmond,Flying Squirrels,TRUE,NA,,,,2853,,/api/v1/venues/2853,NA,,113,Eastern League,/api/v1/league/113,213,Eastern League Southwest,/api/v1/divisions/213,12,/api/v1/sports/12,Double-A,San Francisco Giants,137,SFG
67,N,402,Akron RubberDucks,https://statsapi.mlb.com,/api/v1/teams/402,https://statsapi.mlb.com/api/v1/teams/402,https://statsapi.mlb.com/api/v1/venues/2740,2022,akr,t402,AKR,RubberDucks,41.0781,-81.5244,Akron,Canal Park,Akron,OH,ohio,USA,1989,Akron,Akron,RubberDucks,TRUE,NA,,,,2740,,/api/v1/venues/2740,NA,,113,Eastern League,/api/v1/league/113,213,Eastern League Southwest,/api/v1/divisions/213,12,/api/v1/sports/12,Double-A,Cleveland Guardians,114,CLE
69,N,538,Hartford Yard Goats,https://statsapi.mlb.com,/api/v1/teams/538,https://statsapi.mlb.com/api/v1/teams/538,https://statsapi.mlb.com/api/v1/venues/4985,2022,hfd,t538,HFD,Yard Goats,41.7714,-72.6767,Hartford,Dunkin' Donuts Park,Hartford,CT,connecticut,USA,1983,Hartford,Hartford,Yard Goats,TRUE,NA,,,,4985,,/api/v1/venues/4985,NA,,113,Eastern League,/api/v1/league/113,212,Eastern League Northeast,/api/v1/divisions/212,12,/api/v1/sports/12,Double-A,Colorado Rockies,115,COL
72,N,546,Portland Sea Dogs,https://statsapi.mlb.com,/api/v1/teams/546,https://statsapi.mlb.com/api/v1/teams/546,https://statsapi.mlb.com/api/v1/venues/2779,2022,prt,t546,POR,Sea Dogs,43.6568,-70.2803,Portland,Hadlock Field,Portland,ME,maine,USA,1994,Portland,Portland,Sea Dogs,TRUE,NA,,,,2779,,/api/v1/venues/2779,NA,,113,Eastern League,/api/v1/league/113,212,Eastern League Northeast,/api/v1/divisions/212,12,/api/v1/sports/12,Double-A,Boston Red Sox,111,BOS
74,N,418,Bowie Baysox,https://statsapi.mlb.com,/api/v1/teams/418,https://statsapi.mlb.com/api/v1/teams/418,https://statsapi.mlb.com/api/v1/venues/2832,2022,bow,t418,BOW,Baysox,38.9456,-76.7114,Bowie,Prince George's Stadium,Bowie,MD,maryland,USA,1993,Bowie,Bowie,Baysox,TRUE,NA,,,,2832,,/api/v1/venues/2832,NA,,113,Eastern League,/api/v1/league/113,213,Eastern League Southwest,/api/v1/divisions/213,12,/api/v1/sports/12,Double-A,Baltimore Orioles,110,BAL
75,N,547,Harrisburg Senators,https://statsapi.mlb.com,/api/v1/teams/547,https://statsapi.mlb.com/api/v1/teams/547,https://statsapi.mlb.com/api/v1/venues/2749,2022,har,t547,HBG,Senators,40.2563,-76.8921,Harrisburg,FNB Field,Harrisburg,PA,pennsylvania,USA,1932,Harrisburg,Harrisburg,Senators,TRUE,NA,,,,2749,,/api/v1/venues/2749,NA,,113,Eastern League,/api/v1/league/113,213,Eastern League Southwest,/api/v1/divisions/213,12,/api/v1/sports/12,Double-A,Washington Nationals,120,WAS
76,N,1956,Somerset Patriots,https://statsapi.mlb.com,/api/v1/teams/1956,https://statsapi.mlb.com/api/v1/teams/1956,https://statsapi.mlb.com/api/v1/venues/5418,2022,som,t1956,SOM,Patriots,40.5608,-74.5575,Bridgewater,TD Bank Ballpark,Bridgewater,NJ,new jersey,USA,1998,Somerset,Somerset,Patriots,TRUE,NA,,,,5418,,/api/v1/venues/5418,NA,,113,Eastern League,/api/v1/league/113,212,Eastern League Northeast,/api/v1/divisions/212,12,/api/v1/sports/12,Double-A,New York Yankees,147,NYY
79,N,106,Erie SeaWolves,https://statsapi.mlb.com,/api/v1/teams/106,https://statsapi.mlb.com/api/v1/teams/106,https://statsapi.mlb.com/api/v1/venues/2512,2022,esw,t106,ERI,SeaWolves,42.1274,-80.0827,Erie,UPMC Park,Erie,PA,pennsylvania,USA,1995,Erie,Erie,SeaWolves,TRUE,NA,,,,2512,,/api/v1/venues/2512,NA,,113,Eastern League,/api/v1/league/113,213,Eastern League Southwest,/api/v1/divisions/213,12,/api/v1/sports/12,Double-A,Detroit Tigers,116,DET
87,N,505,Binghamton Rumble Ponies,https://statsapi.mlb.com,/api/v1/teams/505,https://statsapi.mlb.com/api/v1/teams/505,https://statsapi.mlb.com/api/v1/venues/2820,2022,bin,t505,BNG,Rumble Ponies,42.1022,-75.9072,Binghamton,Mirabito Stadium,Binghamton,NY,new york,USA,1992,Binghamton,Binghamton,Rumble Ponies,TRUE,NA,,,,2820,,/api/v1/venues/2820,NA,,113,Eastern League,/api/v1/league/113,212,Eastern League Northeast,/api/v1/divisions/212,12,/api/v1/sports/12,Double-A,New York Mets,121,NYM
173,N,1998,FCL Astros Blue,https://statsapi.mlb.com,/api/v1/teams/1998,https://statsapi.mlb.com/api/v1/teams/1998,https://statsapi.mlb.com/api/v1/venues/5000,2022,ast,t1998,ASB,FCL Astros Blue,26.755,-80.1151,West Palm Beach,The Ballpark of the Palm Beaches,West Palm Beach,FL,florida,USA,1977,FCL Astros Blue,FCL Astros Blue,FCL Astros Blue,TRUE,NA,,,,5000,,/api/v1/venues/5000,NA,,124,Florida Complex League,/api/v1/league/124,216,Florida Complex League East,/api/v1/divisions/216,16,/api/v1/sports/16,Rookie,Houston Astros,117,HOU
176,N,464,FCL Braves,https://statsapi.mlb.com,/api/v1/teams/464,https://statsapi.mlb.com/api/v1/teams/464,https://statsapi.mlb.com/api/v1/venues/5380,2022,bra,t464,BRA,FCL Braves,27.0329,-82.3236,North Port,CoolToday Park,North Port,FL,florida,USA,1966,FCL Braves,FCL Braves,FCL Braves,TRUE,NA,,,,5380,,/api/v1/venues/5380,NA,,124,Florida Complex League,/api/v1/league/124,218,Florida Complex League South,/api/v1/divisions/218,16,/api/v1/sports/16,Rookie,Atlanta Braves,144,ATL
177,N,2000,FCL Astros Orange,https://statsapi.mlb.com,/api/v1/teams/2000,https://statsapi.mlb.com/api/v1/teams/2000,https://statsapi.mlb.com/api/v1/venues/5000,2022,aso,t2000,ASO,FCL Astros Orange,26.755,-80.1151,West Palm Beach,The Ballpark of the Palm Beaches,West Palm Beach,FL,florida,USA,1980,FCL Astros Orange,FCL Astros Orange,FCL Astros Orange,TRUE,NA,,,,5000,,/api/v1/venues/5000,NA,,124,Florida Complex League,/api/v1/league/124,216,Florida Complex League East,/api/v1/divisions/216,16,/api/v1/sports/16,Rookie,Houston Astros,117,HOU
178,N,466,FCL Nationals,https://statsapi.mlb.com,/api/v1/teams/466,https://statsapi.mlb.com/api/v1/teams/466,https://statsapi.mlb.com/api/v1/venues/5000,2022,nat,t466,NAT,FCL Nationals,26.755,-80.1151,West Palm Beach,The Ballpark of the Palm Beaches,West Palm Beach,FL,florida,USA,1969,FCL Nationals,FCL Nationals,FCL Nationals,TRUE,NA,,,,5000,,/api/v1/venues/5000,NA,,124,Florida Complex League,/api/v1/league/124,216,Florida Complex League East,/api/v1/divisions/216,16,/api/v1/sports/16,Rookie,Washington Nationals,120,WAS
180,N,2003,FCL Rays,https://statsapi.mlb.com,/api/v1/teams/2003,https://statsapi.mlb.com/api/v1/teams/2003,https://statsapi.mlb.com/api/v1/venues/2534,2022,ray,t2003,RAY,FCL Rays,26.9991,-82.184,Port Charlotte,Charlotte Sports Park,Port Charlotte,FL,florida,USA,1996,FCL Rays,FCL Rays,FCL Rays,TRUE,NA,,,,2534,,/api/v1/venues/2534,NA,,124,Florida Complex League,/api/v1/league/124,218,Florida Complex League South,/api/v1/divisions/218,16,/api/v1/sports/16,Rookie,Tampa Bay Rays,139,TBR
181,N,467,FCL Marlins,https://statsapi.mlb.com,/api/v1/teams/467,https://statsapi.mlb.com/api/v1/teams/467,https://statsapi.mlb.com/api/v1/venues/2520,2022,mrl,t467,MRL,FCL Marlins,26.8905,-80.1194,Jupiter,Roger Dean Chevrolet Stadium,Jupiter,FL,florida,USA,1992,FCL Marlins,FCL Marlins,FCL Marlins,TRUE,NA,,,,2520,,/api/v1/venues/2520,NA,,124,Florida Complex League,/api/v1/league/124,216,Florida Complex League East,/api/v1/divisions/216,16,/api/v1/sports/16,Rookie,Miami Marlins,146,MIA
183,N,468,FCL Mets,https://statsapi.mlb.com,/api/v1/teams/468,https://statsapi.mlb.com/api/v1/teams/468,https://statsapi.mlb.com/api/v1/venues/2849,2022,mts,t468,MET,FCL Mets,27.3234,-80.4131,St. Lucie,Clover Park,St. Lucie,FL,florida,USA,1967,FCL Mets,FCL Mets,FCL Mets,TRUE,NA,,,,2849,,/api/v1/venues/2849,NA,,124,Florida Complex League,/api/v1/league/124,216,Florida Complex League East,/api/v1/divisions/216,16,/api/v1/sports/16,Rookie,New York Mets,121,NYM
184,N,469,FCL Phillies,https://statsapi.mlb.com,/api/v1/teams/469,https://statsapi.mlb.com/api/v1/teams/469,https://statsapi.mlb.com/api/v1/venues/2743,2022,phl,t469,PHI,FCL Phillies,27.9739,-82.734,Clearwater,Carpenter Complex,Clearwater,FL,florida,USA,1967,FCL Phillies,FCL Phillies,FCL Phillies,TRUE,NA,,,,2743,,/api/v1/venues/2743,NA,,124,Florida Complex League,/api/v1/league/124,217,Florida Complex League North,/api/v1/divisions/217,16,/api/v1/sports/16,Rookie,Philadelphia Phillies,143,PHI
186,N,470,FCL Pirates,https://statsapi.mlb.com,/api/v1/teams/470,https://statsapi.mlb.com/api/v1/teams/470,https://statsapi.mlb.com/api/v1/venues/2829,2022,pib,t470,PIR,FCL Pirates,27.4829,-82.5319,Bradenton,Pirate City Complex,Bradenton,FL,florida,USA,1967,FCL Pirates,FCL Pirates,FCL Pirates,TRUE,NA,,,,2829,,/api/v1/venues/2829,NA,,124,Florida Complex League,/api/v1/league/124,218,Florida Complex League South,/api/v1/divisions/218,16,/api/v1/sports/16,Rookie,Pittsburgh Pirates,134,PIT
187,N,599,FCL Orioles,https://statsapi.mlb.com,/api/v1/teams/599,https://statsapi.mlb.com/api/v1/teams/599,https://statsapi.mlb.com/api/v1/venues/2508,2022,orb,t599,ORI,FCL Orioles,27.3478,-82.5193,Sarasota,Ed Smith Stadium,Sarasota,FL,florida,USA,1967,FCL Orioles,FCL Orioles,FCL Orioles,TRUE,NA,,,,2508,,/api/v1/venues/2508,NA,,124,Florida Complex League,/api/v1/league/124,218,Florida Complex League South,/api/v1/divisions/218,16,/api/v1/sports/16,Rookie,Baltimore Orioles,110,BAL
188,N,471,FCL Red Sox,https://statsapi.mlb.com,/api/v1/teams/471,https://statsapi.mlb.com/api/v1/teams/471,https://statsapi.mlb.com/api/v1/venues/4309,2022,rsx,t471,RSX,FCL Red Sox,26.5513,-81.764,Ft. Myers,JetBlue Park,Ft. Myers,FL,florida,USA,1967,FCL Red Sox,FCL Red Sox,FCL Red Sox,TRUE,NA,,,,4309,,/api/v1/venues/4309,NA,,124,Florida Complex League,/api/v1/league/124,218,Florida Complex League South,/api/v1/divisions/218,16,/api/v1/sports/16,Rookie,Boston Red Sox,111,BOS
191,N,473,FCL Tigers,https://statsapi.mlb.com,/api/v1/teams/473,https://statsapi.mlb.com/api/v1/teams/473,https://statsapi.mlb.com/api/v1/venues/2855,2022,tgr,t473,TIG,FCL Tigers,28.0737,-81.9581,Lakeland,Tigertown,Lakeland,FL,florida,USA,1967,FCL Tigers,FCL Tigers,FCL Tigers,TRUE,NA,,,,2855,,/api/v1/venues/2855,NA,,124,Florida Complex League,/api/v1/league/124,217,Florida Complex League North,/api/v1/divisions/217,16,/api/v1/sports/16,Rookie,Detroit Tigers,116,DET
193,N,474,FCL Twins,https://statsapi.mlb.com,/api/v1/teams/474,https://statsapi.mlb.com/api/v1/teams/474,https://statsapi.mlb.com/api/v1/venues/2519,2022,twi,t474,TWI,FCL Twins,26.5374,-81.8463,Fort Myers,CenturyLink Sports Complex Fields,Fort Myers,FL,florida,USA,1966,FCL Twins,FCL Twins,FCL Twins,TRUE,NA,,,,2519,,/api/v1/venues/2519,NA,,124,Florida Complex League,/api/v1/league/124,218,Florida Complex League South,/api/v1/divisions/218,16,/api/v1/sports/16,Rookie,Minnesota Twins,142,MIN
194,N,1370,FCL Cardinals,https://statsapi.mlb.com,/api/v1/teams/1370,https://statsapi.mlb.com/api/v1/teams/1370,https://statsapi.mlb.com/api/v1/venues/2520,2022,car,t1370,CAR,FCL Cardinals,26.8905,-80.1194,Jupiter,Roger Dean Chevrolet Stadium,Jupiter,FL,florida,USA,1966,FCL Cardinals,FCL Cardinals,FCL Cardinals,TRUE,NA,,,,2520,,/api/v1/venues/2520,NA,,124,Florida Complex League,/api/v1/league/124,216,Florida Complex League East,/api/v1/divisions/216,16,/api/v1/sports/16,Rookie,St. Louis Cardinals,138,STL
195,N,475,FCL Yankees,https://statsapi.mlb.com,/api/v1/teams/475,https://statsapi.mlb.com/api/v1/teams/475,https://statsapi.mlb.com/api/v1/venues/2864,2022,yan,t475,YNK,FCL Yankees,27.9799,-82.5096,Tampa,Yankee Complex,Tampa,FL,florida,USA,1966,FCL Yankees,FCL Yankees,FCL Yankees,TRUE,NA,,,,2864,,/api/v1/venues/2864,NA,,124,Florida Complex League,/api/v1/league/124,217,Florida Complex League North,/api/v1/divisions/217,16,/api/v1/sports/16,Rookie,New York Yankees,147,NYY
217,N,1390,FCL Blue Jays,https://statsapi.mlb.com,/api/v1/teams/1390,https://statsapi.mlb.com/api/v1/teams/1390,https://statsapi.mlb.com/api/v1/venues/4569,2022,blj,t1390,BLU,FCL Blue Jays,28.0307,-82.759,Dunedin,Bobby Mattick Complex,Dunedin,FL,florida,USA,1981,FCL Blue Jays,FCL Blue Jays,FCL Blue Jays,TRUE,NA,,,,4569,,/api/v1/venues/4569,NA,,124,Florida Complex League,/api/v1/league/124,217,Florida Complex League North,/api/v1/divisions/217,16,/api/v1/sports/16,Rookie,Toronto Blue Jays,141,TOR
122,N,450,Daytona Tortugas,https://statsapi.mlb.com,/api/v1/teams/450,https://statsapi.mlb.com/api/v1/teams/450,https://statsapi.mlb.com/api/v1/venues/2787,2022,dbc,t450,DBT,Tortugas,29.2092,-81.018,Daytona Beach,Jackie Robinson Ballpark,Daytona Beach,FL,florida,USA,1946,Daytona,Daytona,Tortugas,TRUE,NA,,,,2787,,/api/v1/venues/2787,NA,,123,Florida State League,/api/v1/league/123,214,Florida State League East,/api/v1/divisions/214,14,/api/v1/sports/14,Single-A,Cincinnati Reds,113,CIN
127,N,587,Tampa Tarpons,https://statsapi.mlb.com,/api/v1/teams/587,https://statsapi.mlb.com/api/v1/teams/587,https://statsapi.mlb.com/api/v1/venues/2523,2022,tby,t587,TAM,Tarpons,27.9798,-82.5113,Tampa,George M. Steinbrenner Field,Tampa,FL,florida,USA,1994,Tampa,Tampa,Tarpons,TRUE,NA,,,,2523,,/api/v1/venues/2523,NA,,123,Florida State League,/api/v1/league/123,215,Florida State League West,/api/v1/divisions/215,14,/api/v1/sports/14,Single-A,New York Yankees,147,NYY
131,N,279,Palm Beach Cardinals,https://statsapi.mlb.com,/api/v1/teams/279,https://statsapi.mlb.com/api/v1/teams/279,https://statsapi.mlb.com/api/v1/venues/2520,2022,pbc,t279,PMB,Cardinals,26.8905,-80.1194,Jupiter,Roger Dean Chevrolet Stadium,Jupiter,FL,florida,USA,2003,Palm Beach,Palm Beach,Cardinals,TRUE,NA,,,,2520,,/api/v1/venues/2520,NA,,123,Florida State League,/api/v1/league/123,214,Florida State League East,/api/v1/divisions/214,14,/api/v1/sports/14,Single-A,St. Louis Cardinals,138,STL
135,N,479,Jupiter Hammerheads,https://statsapi.mlb.com,/api/v1/teams/479,https://statsapi.mlb.com/api/v1/teams/479,https://statsapi.mlb.com/api/v1/venues/2520,2022,jup,t479,JUP,Hammerheads,26.8905,-80.1194,Jupiter,Roger Dean Chevrolet Stadium,Jupiter,FL,florida,USA,1998,Jupiter,Jupiter,Hammerheads,TRUE,NA,,,,2520,,/api/v1/venues/2520,NA,,123,Florida State League,/api/v1/league/123,214,Florida State League East,/api/v1/divisions/214,14,/api/v1/sports/14,Single-A,Miami Marlins,146,MIA
141,N,424,Dunedin Blue Jays,https://statsapi.mlb.com,/api/v1/teams/424,https://statsapi.mlb.com/api/v1/teams/424,https://statsapi.mlb.com/api/v1/venues/2536,2022,dun,t424,DUN,Blue Jays,28.0307,-82.759,Dunedin,TD Ballpark,Dunedin,FL,florida,USA,1987,Dunedin,Dunedin,Blue Jays,TRUE,NA,,,,2536,,/api/v1/venues/2536,NA,,123,Florida State League,/api/v1/league/123,215,Florida State League West,/api/v1/divisions/215,14,/api/v1/sports/14,Single-A,Toronto Blue Jays,141,TOR
